,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,5,3N,4,4,4,3,4D,5,36
1,BLACK,355,534,191,376,427,388,172,388,515,3346
2,BLUE,331,523,180,361,343,365,155,366,506,3130
3,WHITE,322,513,171,358,278,311,150,342,500,2945
4,Hdcp,14,4,16,6,2,12,18,10,8,­
