,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,5D,4,4,3N,4,3,4,5,36
1,Black,453,535,385,386,197,427,205,407,580,3575
2,Blue,435,515,366,370,170,402,176,386,552,3372
3,White,401,494,346,356,149,376,154,367,511,3154
4,Gold,360,467,326,303,130,339,136,339,461,2861
5,Red,379,467,326,329,130,358,136,339,482,2946
6,Hdcp,6,4,12,14,18,2,16,10,8,­
