,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,5,3N,4,4,4,4D,3N,5,36
1,Back,372,517,174,364,383,398,388,165,570,3331
2,Regular,357,489,158,353,361,376,385,156,553,3188
3,Front,330,488,129,334,350,353,365,140,536,3025
4,Ladies,306,464,107,287,336,293,330,140,505,2768
5,Hdcp,5,11,17,13,3,9,1,15,7,­
