,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,3,5D,4,3N,5,4,4,4,36
1,Blue,389,159,491,351,153,531,403,404,410,3291
2,White,363,145,475,332,136,515,388,385,395,3134
3,Green,310,127,384,284,122,462,351,300,301,2641
4,Red,290,127,384,284,122,462,351,300,301,2621
5,Hdcp,3,13,11,7,15,1,9,5,17,­
