,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,4,4,4D,3N,4,5,3,4,36
1,B.T,501,432,408,351,191,360,533,192,396,3364
2,R.T,476,402,379,318,169,329,518,164,368,3123
3,F.T,448,385,345,291,143,296,492,134,338,2872
4,L.T,448,348,345,291,121,296,456,134,338,2777
5,Hdcp,15,3,9,13,7,1,17,5,11,­
