,IN,10,11,12,13,14,15,16,17,18,計
0,Par,5,4,3,4,4,4,5,3,4,36
1,BLACK,562,365,168,443,385,348,587,216,409,3483
2,BLUE,544,350,144,412,361,322,569,190,386,3278
3,WHITE,505,340,137,330,351,322,540,177,386,3088
4,Gold,461,317,116,304,336,290,510,153,363,2850
5,RED,393,317,108,304,272,290,421,121,296,2522
6,Hdcp,4,14,18,2,8,16,10,12,6,­
