,IN,10,11,12,13,14,15,16,17,18,計
0,Par,5.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,36
1,Champ,568.0,385.0,400.0,574.0,221.0,440.0,400.0,348.0,170.0,3506
2,Reg,555.0,376.0,389.0,559.0,178.0,418.0,381.0,323.0,138.0,3317
3,Front,523.0,354.0,375.0,548.0,177.0,386.0,358.0,286.0,129.0,3136
4,Gold,444.0,354.0,299.0,499.0,110.0,338.0,341.0,286.0,129.0,2800
5,Ladies,444.0,277.0,299.0,499.0,110.0,291.0,286.0,286.0,129.0,2621
6,Hdcp,,,,,,,,,,­
