,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,4,3,4D,5,4,4,3N,4,5,36
1,Back,450,200,370,518,373,349,182,391,530,3363
2,Regular,392,141,356,496,357,340,160,372,487,3101
3,Front,383,130,344,448,335,335,148,351,467,2941
4,Ladies,303,130,302,417,287,320,138,339,407,2643
5,Hdcp,3,15,9,1,7,13,17,5,11,­
