,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,4,3N,4,4D,4,5,3,4,36
1,CHAMP（W),568,419,166,420,437,393,526,223,416,3568
2,BACK（Ｗ）,548,396,143,396,415,373,502,202,383,3358
3,REG.（W),527,369,128,374,388,351,472,175,367,3151
4,LADIES（W),508,350,113,337,368,331,447,155,342,2951
5,Hdcp,9,3,15,7,1,13,17,11,5,­
