,IN,10,11,12,13,14,15,16,17,18,計
0,Par,5,4,4D,4,3N,5,4,3,4,36
1,Black,533,385,411,431,186,580,411,199,377,3513
2,Blue,511,368,386,411,186,536,387,187,353,3325
3,White,482,337,365,375,165,492,353,177,339,3085
4,Red,399,249,305,318,127,422,294,133,266,2513
5,Hdcp,10,16,4,2,14,8,6,18,12,­
