,OUT,1,2,3,4,5,6,7,8,9,計
0,Par,5,4,3N,5,4,4,3,4D,4,36
1,Blue,529,373,168,488,431,397,187,374,369,3316
2,White,500,340,138,458,390,365,165,355,334,3045
3,Green,461,297,112,431,330,343,150,333,294,2751
4,Red,434,297,112,389,275,252,74,279,294,2406
5,Hdcp,3,6,9,4,1,7,8,5,2,­
