,IN,10,11,12,13,14,15,16,17,18,計
0,Par,4,3,4,5D,4,3N,4,5,4,36
1,Blue,395,201,357,545,449,180,449,554,446,3576
2,White,354,180,342,528,432,162,427,517,407,3349
3,Green,323,155,320,484,341,140,278,461,323,2825
4,Red,323,155,320,484,341,140,278,461,261,2763
5,Hdcp,4,8,14,18,2,10,6,12,16,­
