,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Alpinka GC Košice,Men / yellow,M,34,33.2,44.4,121,33.2  /  121,/
,Men / red,M,34,32.0,42.8,116,32.0  /  116,/
,Women / yellow,F,34,35.3,50.4,128,35.3  /  128,/
,Women / red,F,34,33.7,48.3,124,33.7  /  124,/
Malá Ida,Men / white,M,35,36.0,48.5,135,36.0  /  135,/
,Men / yellow,M,35,34.6,46.6,129,34.6  /  129,/
,Men / blue,M,35,33.9,45.6,126,33.9  /  126,/
,Men / red,M,35,32.7,43.8,119,32.7  /  119,/
,Women / blue,F,35,36.4,52.1,133,36.4  /  133,/
,Women / red,F,35,35.0,50.0,127,35.0  /  127,/
