,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Piešťany GC - Piešťany,Men / yellow,M,34,32.7,43.8,119,32.7  /  119,/
,Men / red,M,34,31.8,42.5,115,31.8  /  115,/
,Women / yellow,F,34,34.8,49.3,123,34.8  /  123,/
,Women / red,F,34,33.1,46.1,110,33.1  /  110,/
Sedin Golf Resort - Golf Resort Sedin,Black,M,73,74.7,101.0,143,38.4  /  149,36.3  /  136
,White,M,73,73.9,100.2,141,37.8  /  148,36.1  /  134
,Yellow,M,73,71.9,96.9,136,36.8  /  135,35.1  /  136
,Blue,M,72,70.1,94.6,132,35.8  /  133,34.3  /  130
,Red,M,73,67.8,91.5,128,34.4  /  132,33.4  /  123
,Orange,M,73,66.4,88.7,120,33.8  /  126,32.6  /  114
,Yellow,F,73,78.2,112.2,144,40.0  /  145,38.2  /  143
,Blue,F,73,76.1,108.6,138,38.8  /  139,37.3  /  137
,Red,F,73,73.5,104.0,130,37.6  /  131,35.9  /  128
,Orange,F,73,71.4,101.5,128,36.7  /  132,34.7  /  123
Sedin Golf Resort - Sedin Golf Resort 2020 PAR 72,Black / Men,M,72,75.5,102.7,147,36.1  /  142,39.4  /  151
,White / Men,M,72,74.2,100.9,144,35.7  /  137,38.5  /  151
,Yellow / Men,M,72,72.2,98.0,139,34.8  /  131,37.4  /  146
,Blue / Men,M,72,70.7,95.2,132,34.1  /  127,36.6  /  137
,Red / Men,M,72,68.4,91.4,124,33.1  /  119,35.3  /  128
,Orange / Men,M,72,66.6,89.1,121,32.4  /  114,34.2  /  128
,Yellow / Women,F,72,78.9,113.5,147,38.2  /  144,40.7  /  149
,Blue / Women,F,72,76.8,109.8,140,37.1  /  135,39.7  /  145
,Red / Women,F,72,73.5,105.5,136,35.5  /  129,38.0  /  142
,Orange / Women,F,72,71.7,102.2,129,34.7  /  121,37.0  /  137
Sedin Golf Resort - Sedin Golf Resort 2020 PAR 73,Black / Men,M,73,76.3,103.8,148,39.4  /  151,36.9  /  145
,White / Men,M,73,74.9,102.0,146,38.5  /  151,36.4  /  141
,Yellow / Men,M,73,72.8,99.0,141,37.4  /  146,35.4  /  136
,Blue / Men,M,73,71.4,96.2,134,36.5  /  137,34.9  /  130
,Red / Men,M,73,69.2,92.4,125,35.3  /  128,33.9  /  122
,Orange / Men,M,73,67.4,90.3,123,34.2  /  128,33.2  /  118
,Yellow / Women,F,73,79.8,114.9,149,40.7  /  149,39.1  /  148
,Blue / Women,F,73,77.7,111.4,143,39.7  /  146,38.0  /  140
,Red / Women,F,73,74.4,106.9,138,38.0  /  142,36.4  /  133
,Orange / Women,F,73,72.6,103.7,132,37.0  /  137,35.6  /  126
Trnava,White / Men,M,29,28.8,36.4,82,28.8  /  82,/
,White / Women,F,29,29.0,39.1,86,29.0  /  86,/
Trnava - Trnava 18 left / 2021,Yellow / Men,M,60,58.5,75.8,93,29.2  /  90,29.3  /  96
,Red / Women,F,60,58.9,80.0,90,29.3  /  92,29.6  /  87
Trnava - Trnava 18 right / 2021,Yellow / Men,M,63,60.0,77.5,95,29.8  /  95,30.2  /  94
,Red / Men,M,63,59.3,75.4,87,29.4  /  86,29.9  /  87
,Yellow / Women,F,63,60.6,83.3,97,30.1  /  98,30.5  /  95
,Red / Women,F,62,58.7,81.7,98,29.4  /  98,29.3  /  98
Trnava - Trnava Short Course - 9,Yellow / Men,M,28,26.0,0.0,0,26.0  /  0,/
,Red / Men,M,28,25.5,0.0,0,25.5  /  0,/
,Yellow / Women,F,28,26.7,0.0,0,26.7  /  0,/
,Red / Women,F,28,26.2,0.0,0,26.2  /  0,/
