,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Gray Bear Tale,Black / Men,M,71,75.2,102.4,147,36.6  /  140,38.6  /  153
,Blue / Men,M,71,73.1,99.1,140,35.7  /  137,37.4  /  143
,White / Men,M,71,70.2,95.2,135,34.4  /  131,35.8  /  138
,Grey / Men,M,71,68.3,92.6,131,33.7  /  129,34.6  /  133
,Red / Men,M,71,66.8,90.7,129,32.8  /  124,34.0  /  133
,Green/ Men,M,71,59.1,79.3,109,29.3  /  105,29.8  /  112
,White / Women,F,71,76.8,110.6,144,37.7  /  139,39.1  /  148
,Grey / Women,F,71,73.4,105.1,135,36.3  /  133,37.1  /  136
,Red / Women,F,71,72.0,103.0,132,35.3  /  133,36.7  /  130
,Green / Women,F,71,60.0,84.1,103,29.7  /  103,30.3  /  102
Gray Bear Tale - Little Bear - Red,Red / Men,M,32,29.2,37.1,85,29.2  /  85,/
,Red / Women,F,32,29.8,39.4,81,29.8  /  81,/
Gray Bear Tale - Little Bear - White,White / Men,M,30,29.3,37.8,91,29.3  /  91,/
,Women / white,F,30,29.7,39.8,86,29.7  /  86,/
Sebedražie,White / Men,M,35,34.0,45.2,121,34.0  /  121,/
,Yellow / Men,M,35,33.6,44.4,116,33.6  /  116,/
,Blue / Men,M,35,32.2,42.2,108,32.2  /  108,/
,Red / Men,M,35,31.7,41.5,105,31.7  /  105,/
,White / Women,F,35,36.9,51.4,123,36.9  /  123,/
,Yellow / Women,F,35,36.5,51.1,124,36.5  /  124,/
,Blue/ Women,F,35,34.4,48.4,119,34.4  /  119,/
,Red / Women,F,35,33.4,46.8,114,33.4  /  114,/
Sebedražie - Sebedražie 2020,White / Men,M,35,34.1,45.8,126,34.1  /  126,/
,Yellow / Men,M,35,33.5,45.0,124,33.5  /  124,/
,Blue / Men,M,35,32.2,42.4,110,32.2  /  110,/
,Red / Men,M,35,31.6,41.7,109,31.6  /  109,/
,Yellow / Women,F,35,36.2,50.9,125,36.2  /  125,/
,Blue / Women,F,35,34.7,48.9,120,34.7  /  120,/
,Red / Women,F,35,33.6,47.4,117,33.6  /  117,/
Tri Duby - Sliač,White / Men,M,70,69.3,92.8,127,34.1  /  121,35.2  /  132
,Yellow / Men,M,70,68.6,91.7,125,33.7  /  121,34.9  /  128
,Blue / Men,M,70,65.0,86.8,117,32.0  /  118,33.0  /  116
,Red / Men,M,70,63.9,85.3,115,31.6  /  114,32.3  /  116
,Yellow / Women,F,70,73.9,105.5,134,36.0  /  133,37.9  /  135
,Blue / Women,F,70,69.7,98.8,124,34.3  /  119,35.4  /  128
,Red / Women,F,70,68.1,96.7,121,33.2  /  120,34.9  /  122
