,Tee Name,Gender,Par,Course Rating (18),Bogey Rating (18),Slope Rating (18),Front (9),Back (9)
Carpatia,Yellow / Men,M,32,30.8,41.2,112,30.8  /  112,/
,Red / Men,M,32,30.3,39.6,100,30.3  /  100,/
,Yellow / Women,F,32,32.5,45.2,108,32.5  /  108,/
,Red / Women,F,32,30.9,43.1,103,30.9  /  103,/
"Eurovalley Golf Park - Malacky - Eurovalley Golf Park - Malacky 2020, PAR 72",White / Men,M,72,75.0,103.5,153,37.3  /  151,37.7  /  155
,Yellow / Men,M,72,73.2,101.2,151,36.1  /  149,37.1  /  153
,Blue / Men,M,72,71.5,97.9,142,35.3  /  139,36.2  /  145
,Red / Men,M,72,70.0,95.5,138,34.5  /  137,35.5  /  138
,Yellow / Women,F,72,79.8,115.2,150,39.5  /  144,40.3  /  155
,Blue / Women,F,72,77.6,112.2,147,38.5  /  142,39.1  /  152
,Red / Women,F,72,75.6,109.8,145,37.5  /  137,38.1  /  153
"Eurovalley Golf Park - Malacky - Eurovalley Golf Park - Malacky 2020, PAR 75",White / Men,M,75,76.9,106.0,155,37.7  /  155,39.2  /  155
,Yellow / Men,M,75,75.5,104.2,154,37.0  /  152,38.5  /  155
,Blue / Men,M,72,73.9,101.3,148,36.2  /  143,37.7  /  152
,Red / Men,M,75,71.6,97.9,142,35.2  /  137,36.4  /  146
,Yellow / Women,F,75,82.4,118.6,152,40.6  /  149,41.8  /  155
,Blue / Women,F,75,80.5,116.1,151,39.5  /  148,41.0  /  153
,Red / Women,F,75,77.6,112.1,146,38.5  /  137,39.1  /  155
Eurovalley Golf Park - Malacky - Eurovalley Golf Park - Malacky 72 Final,White / Men,M,72,74.1,102.0,150,36.7  /  146,37.4  /  154
,Yellow / Men,M,72,72.4,99.3,146,36.0  /  143,36.4  /  148
,Blue / Men,M,72,70.5,96.4,140,34.8  /  136,35.7  /  143
,Red / Men,M,72,67.2,92.4,136,33.2  /  129,34.0  /  142
,Yellow / Women,F,72,78.8,113.8,149,39.1  /  145,39.7  /  152
,Blue / Women,F,72,76.3,109.7,142,38.3  /  133,38.0  /  150
,Red / Women,F,72,72.8,104.9,137,35.9  /  139,36.9  /  134
"Eurovalley Golf Park - Malacky - Eurovalley Golf Park - Malacky 72,version 3",White / Men,M,72,74.1,102.0,150,36.7  /  146,37.4  /  154
,Yellow / Men,M,72,72.4,99.6,146,35.9  /  146,36.5  /  146
,Blue / Men,M,72,70.5,96.5,140,34.7  /  138,35.8  /  142
,Red / Men,M,72,67.2,92.4,136,32.9  /  132,34.3  /  139
,Yellow / Women,F,72,78.8,113.8,149,39.3  /  145,39.5  /  152
,Blue / Women,F,72,76.3,109.6,142,37.8  /  135,38.5  /  148
,Red / Women,F,72,72.8,105.2,137,35.8  /  132,37.0  /  142
Eurovalley Golf Park - Malacky - Eurovalley Golf Park - Malacky 75 Final,White / Men,M,75,76.9,106.7,155,37.5  /  155,39.4  /  154
,Yellow / Men,M,75,75.4,103.7,153,37.0  /  150,38.4  /  155
,Blue / Men,M,75,72.6,99.3,145,35.7  /  138,36.9  /  151
,Red / Men,M,75,68.6,94.6,139,33.6  /  134,35.0  /  144
,Yellow / Women,F,75,82.2,118.4,153,40.4  /  151,41.8  /  155
,Blue / Women,F,75,78.9,113.1,145,39.0  /  137,39.9  /  153
,Red / Women,F,75,74.2,107.9,143,36.1  /  140,38.1  /  146
Eurovalley Golf Park - Malacky - Eurovalley Golf Park - Malacky 75 version 3,White / Men,M,75,76.9,106.0,155,37.7  /  155,39.2  /  155
,Yellow / Men,M,75,75.4,104.0,153,36.9  /  151,38.5  /  155
,Blue / Men,M,73,72.6,99.4,145,35.6  /  139,37.0  /  150
,Red / Men,M,75,68.6,94.3,139,33.3  /  135,35.3  /  142
,Yellow / Women,F,75,82.2,118.6,153,40.4  /  151,41.8  /  155
,Blue / Women,F,75,78.9,113.1,145,39.0  /  137,39.9  /  153
,Red / Women,F,75,74.2,107.8,143,36.4  /  136,37.8  /  149
Hrubá Borša,Black / Men,M,73,76.3,101.6,137,39.0  /  135,37.3  /  138
,White / Men,M,73,74.2,99.0,134,37.9  /  132,36.3  /  135
,Yellow / Men,M,72,71.1,95.1,129,36.1  /  131,35.0  /  127
,Blue / Men,M,72,68.8,91.6,123,35.1  /  126,33.7  /  119
,Red / Men,M,72,66.1,87.2,114,33.9  /  119,32.2  /  108
,Yellow / Women,F,72,77.0,109.2,137,39.3  /  137,37.7  /  137
,Blue / Women,F,72,73.9,104.8,131,38.0  /  134,35.9  /  128
,Red / Women,F,71,70.2,99.4,124,36.3  /  130,33.9  /  118
Hrubá Borša - Hrubá Borša - 6x3 holes academy,men/white,M,57,59.5,77.4,97,30.0  /  98,29.5  /  95
,ladies blue,F,60,60.7,83.2,96,30.7  /  97,30.0  /  94
Hrubá Borša - Hrubá Borša - akadémia 9,Men / White,M,28,28.8,37.3,91,28.8  /  91,/
,Women / White,F,28,29.1,39.5,88,29.1  /  88,/
